,,minLC,maxLC,minNu,maxNu,G_Voigt_Reuss_Hill,K_Voigt_Reuss_Hill
56,mp-23282,24.390243902439,500,0,0.38956847371217,2.61204336638468,3.14896624599059
57,mp-1028698,4.71698113207547,330.188679245283,0.00704225352112676,0.610173112065129,12.7440242721726,17.6173365809456
58,mp-27277,74.6268656716418,179.10447761194,-0.0219290352419772,0.47423680408,1.44291015282989,2.62689031646444
59,mvc-3559,1.90068899976235,2.81143581214857,-3.98743765830184,4.72835812587422,19.3409197485031,152.054234433522
60,mp-1027890,8.67361737988406E-016,500,0.0120481927710843,0.763358778625904,13.5362790486432,19.6370685378346
61,mp-12957,23.5275087048757,79.6470944886468,-0.048984333309977,0.81710137104599,1.83458905810256,5.67824099355788
62,mp-6999,3.95473377641765,322.085445735284,-0.161439757457179,0.77957996474385,5.91171739231192,7.91762322481634
63,mp-30943,7.380073800738,328.413284132841,0.010989010989011,0.590312646384493,7.64499660581551,11.626627972142
64,mp-28722,-35.5437180657403,355.517650844301,-0.385649953220303,0.859516249016806,1.85529696643299,2.93459236521646
65,mp-23173,41.6666666666667,250,-0.196177736559557,0.706201918879627,1.77931458044888,2.7334523759293
66,mp-561367,29.2783992873536,119.892871447488,-0.429607906384944,1.21991299636358,1.94659409358671,5.30128979196894
67,mp-368,80.5234147634899,145.733568508736,-0.416438900298324,1.06490248914927,1.80746286576016,2.7020277376567
68,mp-762,-8.67361737988402E-016,500,0.0114285714285714,0.751824784890136,14.0676720868107,21.0842401727785
69,mp-1802,5.2790346907994,123.6802413273,0.00602409638554217,0.819367462318125,13.8458563442267,22.8162008743155
70,mp-29496,12.2876989590668,471.261828963159,-0.66584111295994,0.751957291435602,2.19060592876432,2.0335594078238
71,mp-1001788,1.85873605947955,1.85873605947955,0.000902018287238479,0.991693907050945,40.5038896759811,179.273881861593
72,mp-567279,13.7931034482759,131.034482758621,-0.113149845147109,0.788563918275054,4.56241125467448,9.27843352962845
73,mp-24081,5.76701268742791,139.561707035756,0.016,0.79043324353481,9.30808155192005,18.1295866801864
74,mp-570136,10.8108108108108,159.459459459459,0.0317460317460317,0.734633003379594,4.97917364117798,10.2420268212697
75,mp-23247,8.40336134453782,247.899159663866,-0.204013377905529,0.71264013230374,3.53708624110713,4.96774979802371
76,mp-8976,7.53768844221105,246.231155778894,0.01,0.682466031328755,8.48726761345959,13.2215640925271
77,mp-28480,4.35729847494553,141.61220043573,-0.01129888276378,0.822820413091494,16.3301691109737,25.8508103787765
78,mp-568806,1.15779027456169,167.052596758187,-0.000992063492063492,0.807049516373429,88.6380271032405,114.956000569634
79,mp-675926,-4.17216840875396,326.974365756647,0.00824643364232747,0.830778232138089,3.51302781978056,6.16656823942242
80,mp-571011,38.7812170841336,97.5824192256142,-0.471113602291786,1.20392019607602,2.04389414871178,5.05218115488699
81,mp-999072,3.46020761245669,3.46020761245675,-2.16155752704573,2.96423229908966,15.9713425629551,96.4200292786245
82,mp-23791,-37.3140346837359,233.234468192828,-0.395554157526579,1.18259707295611,6.57359270291551,13.2382414553845
83,mp-29502,9.52380952380952,318.095238095238,-0.0141428427077783,0.570419612619111,4.36874623873373,5.73042813198132
84,mp-22991,24,35.2,0.0443729878172292,0.846881001259948,3.1943767258284,10.6226093379905
85,mp-27409,18.957345971564,19.7472353870458,0.0444544119326953,0.881239399896158,3.83012731315692,17.0779662223615
86,mp-865015,1.60513643659707,1.60513643659715,-1.94615421838559,2.79392065971764,25.2063603783311,207.772050144231
87,mp-5347,4.58241900090358,8.77759132567446,0.00345914931256469,0.970847228079244,15.8920360085196,57.3733789498469
88,mp-1818,71.4285714285714,71.4285714285715,-0.363636309400802,0.909090907989934,2.49569912158983,4.934290234073
89,mp-984719,3.34448160535117,3.34448160535117,-1.48350857432745,2.30131980314212,15.9460314463343,99.9151027465889
90,mp-569017,-18.1818181818182,290.909090909091,-0.106648244567911,1,3.47853288472822,5.94613162216507
91,mp-1025575,3.84615384615384,496.153846153846,0.00763358778625954,0.466108005399501,11.9123132855025,15.7042864770038
92,mp-22876,53.5714285714286,98.2142857142857,0.0458808707044133,0.635027963791654,2.04637204331189,5.15602876125593
93,mp-753195,13.8888888888889,236.111111111111,0.0184498794160945,0.667902164367506,3.75841336246223,6.51349958066373
94,mp-1027164,3.33333333333333,496.666666666667,0.00662251655629139,0.463427656292326,12.5139434534684,18.0513724641761
95,mp-567698,23.2558139534884,37.7906976744186,0.0541748263294936,0.83221416405569,3.22037717374964,10.1901719299744
96,mp-9889,6.66666666666667,246.666666666667,0.00884955752212389,0.678264991131596,9.87103267585515,14.8160916354032
97,mvc-13239,-6.89423999968252,96.9388612298972,-0.275809630312935,1.02299944124373,4.37601203921254,8.43487264638681
98,mp-1186,5.61797752808989,247.191011235955,0.00746268656716418,0.686843798914808,12.4828979899107,17.3778025380496
99,mp-23292,23.5640648011782,173.784977908689,-0.077892264277869,0.753159869434763,2.45550227936173,4.23548562661049
100,mp-9254,8.11992504684572,259.399276273801,-0.56487202794809,1.33098304411937,4.50829650218768,6.27259441703395
101,mp-569416,1.37741046831956,333.333333333333,0,0.62923533652604,43.778990588799,82.4394189807255
102,mp-19318,4.99999999999998,5.00000000000006,-0.545454471555606,1.49999999999551,4.11285415744573,66.9264172823654
103,mp-568592,3.32778702163061,331.114808652246,0.00497512437810945,0.605262695726998,12.6208629720594,24.1253646131955
104,mp-675271,-97.7283839773413,226.315415982997,-0.367516872240069,1.53876290412107,3.75145823433836,11.916268182321
105,mp-753746,-20.8333333333334,562.5,-0.0982385313355754,1.32968989721138,3.59170759998839,5.37494544566524
106,mp-614185,-43.4782608695652,260.869565217391,-1.28798514627347,2.34327515933845,3.32914879184257,6.76654957125312
107,mp-766879,12.6643184152637,144.321388171932,-0.1920040050308,0.960030213300478,2.52826218985067,4.90795910470293
108,mp-1572,6.35593220338983,194.915254237288,0.0208333333333333,0.731596594040046,8.8032717221464,13.8883161221533
109,mp-27849,1.36459659113275,74.6985422434493,0.0074188854548638,0.894946188817226,17.623720270881,32.7161152675614
110,mp-720,8.7719298245614,201.754385964912,-0.271496014943242,1,3,4
111,mp-978798,10.2427921092564,13.2776934749621,-1.51314794828981,2.25486376784779,8,30
112,mp-9996,2.68604834887028,249.328487912782,-0.584952804724032,0.831499215604108,10,12
113,mp-676518,3.66300366300366,194.139194139194,0.0268728873168375,0.75081972130942,6,10
114,mp-973561,4.8780487804878,4.87804878048781,0.0288251195360939,0.952129663373954,5,68
115,mp-977565,4.40528634361231,4.40528634361234,-0.815447086007645,1.95498246495801,10,76
116,mp-27638,-6.11620795107034,217.125382262997,0.03844928502301,1.12614258522309,6,14
117,mp-27726,60.6060606060606,90.9090909090909,-0.234787450704444,0.551125802345834,3,5
118,mp-22556,7.57575757575758,7.57575757575758,0.00220872449788937,0.967973488682671,12,44
119,mp-976408,-83.3333333333334,270.833333333333,-0.797803890019227,2.27072740554117,6,17
120,mp-573755,-23.6842105263157,113.157894736842,-0.584199797844958,1.3448275862069,3,10
121,mp-866291,11.6279069767442,11.6279069767442,-0.418918848070413,1.32432431968699,3,28
122,mp-556034,34.4827586206896,137.931034482759,-0.0365558776294268,0.542583763276001,2,4
123,mp-974810,8.69565217391305,8.6956521739131,-0.71848218045873,1.73386307489306,4,38
124,mp-504711,-0.0693866222592284,2.77546489036914,-4.88095365671109,5.64895774363592,27,208
125,mp-23253,11.6279069767442,11.6279069767442,-0.0227269421525697,0.954545453700846,2,29
126,mp-23192,47.1698113207547,150.943396226415,-0.151999999142822,0.796610167590255,3,4
127,mp-500,5.43478260869565,333.333333333333,0,0.595817054520265,13,22
128,mp-20978,7.75193798449612,7.75193798449613,0.00197712191144293,0.967518711476102,12,43
129,mp-11342,6.28930817610063,194.96855345912,0.0206185567010309,0.732181989776501,9,14
130,mp-25082,96.7741935483871,112.903225806452,0.0851063833081378,0.343407773993253,2,3
131,mp-27747,-31.5139891062693,263.759670187301,-0.515447853231589,1.33046437968089,3,4
132,mp-549720,5.96756511603225,245.054511330769,-0.203005212097041,0.873392211811964,8.19928730715331,12.7124937392675
133,mp-135,24.390243902439,24.390243902439,-0.601941679676966,1.38834949902798,4.48015909459742,14.0128769733976
134,mp-867250,3.81679389312972,3.81679389312983,-2.42504019229055,3.15951976332733,20.3638529982855,87.273845339862
135,mp-24942,3.19222761970853,5.41290770298404,-3.97115988090524,4.71486067250198,20.4530786453645,86.6968123544268
136,mp-127,43.4782608695652,43.4782608695653,-0.465116216498062,1.13953488214464,3.19462944464643,7.51221499780732
137,mp-7581,3.71747211895911,330.855018587361,0.00555555555555555,0.614452155955719,15.4106386939931,21.7848241895869
138,mp-29057,13.6986301369863,342.465753424657,-0.0102040816326531,0.555188798607633,8.8510705697741,12.5183559959432
139,mp-541753,27.7777777777778,27.7777777777778,-0.129032206260464,0.887096768619588,2.80420737787345,12.1170600240985
140,mp-580886,6.92520775623269,253.462603878116,-0.0165250508115334,0.689556786897736,12.9677426114578,22.0151495621795
141,mp-765967,20.1861732381763,135.344949802687,-0.102676810908524,0.87298582588742,2.79255403520678,4.85428660451432
142,mp-33107,41.6666666666667,125,-0.466666595457388,0.733333167799084,2.42609744444192,3.55880947084843
143,mp-28174,14.8308885212125,167.893687430424,-0.264135173272129,0.700048367569915,2.43173643081199,3.59067934184115
144,mp-1943,5.20833333333333,244.791666666667,0.0204081632653061,0.685763646081236,8.93716161155293,13.4961729579907
145,mp-2507,2.18340611353712,246.724890829694,0.0252100840336134,0.706960166935314,10.4873688340455,16.298971063809
146,mp-22965,15.0375939849624,323.308270676692,-0.3828643660535,0.911449769261312,4.78011043440852,6.95863900954531
147,mp-862815,4.08163265306122,4.08163265306127,-0.731064185568237,1.76206037484642,7.07198485634649,81.8671758702698
148,mp-12910,5.81279809220986,36.0939984101749,-1.38429784960363,1.86974445759811,14.7114924821304,27.4270989731735
149,mp-620054,88.6075949367089,101.26582278481,0.0445423983419677,0.643660805285266,2.42387665772266,3.53198528323699
150,mp-22691,7.8125,158.854166666667,0.0212003717772389,0.755845264313168,6.39241108516769,11.4476384455222
151,mp-606393,6.87285223367697,97.9381443298969,0.0291970802919708,0.797026261894393,3.91420089674057,7.67788677800606
152,mp-30651,5.24246395806022,9.82961992136304,-1.33733353301294,2.02966407328117,9.34682644552898,50.1127257396272
153,mp-25587,-61.8594689692732,89.1554284170639,-3.43361021999441,4.86975930044805,26.8034032380628,70.6344195925936
154,mp-29750,21.2765957446808,39.0070921985816,0.0375749495246848,0.850564606802577,3.90777516900207,10.6912061916135
155,mp-1441,16.2412993039443,20.4176334106729,-0.350580395768142,1.1830962988486,5.08927318473329,17.6748031205729
156,mp-23219,-21.751574127075,474.327057493464,-0.767063753659012,1.41088799967704,4.37826216287677,6.73935681982458
157,mp-757100,4.05885337392187,6.00372061559276,-1.05428338608325,1.01065874994686,18.3261691083533,71.1356615326203
158,mp-1030827,4.92610837438424,330.049261083744,0.00735294117647059,0.606243188408717,12.1259837340564,16.9937594239536
159,mp-643265,52.6315789473684,52.6315789473685,0.0697827257176441,0.652316431389545,2.59427074996407,6.23547762296855
160,mp-505319,21.6154721274175,61.4334470989761,0.217884332980034,0.524128745295035,2.39293612381547,7.74402593803541
161,mp-540793,2.18351405688672,107.980949869813,0.00151703501798339,0.857524450669706,18.0992002057523,28.9671813733381
162,mp-31038,-14.2744606763961,226.605599857824,-0.304807260973049,1.20903680499207,5.40073984438136,8.41204398110758
163,mp-1683,6.31973287727014,120.67757960746,0.00604144828501016,0.816051789010019,9.22355858426719,16.3290435941875
164,mp-694,3.6563071297989,195.612431444241,-0.0193379271726835,0.778709714443473,11.7942143852448,15.7467726335851
165,mp-3779,3.4965034965035,328.671328671329,-0.0165856779391089,1.001594593822,9.23986545448465,12.9192934957814
166,mp-10033,2.52525252525252,497.474747474748,-0.00569425588449853,0.346938775468276,14.5070455421652,23.2779024040713
167,mp-28230,6.86324619815556,68.8786912167993,-0.802578113681271,1.42331253258974,5.06531530584444,12.8258295370423
168,mp-556742,4.3859649122807,162.280701754386,0.0256410256410256,0.777250895219138,10.7263644151615,16.8003316380501
169,mp-766158,5.96529284164859,127.982646420824,-0.5,0.908050110884822,7.63573165015769,14.0698456064611
170,mp-28319,-30.7508401212607,288.947561185294,-0.549729102873632,1.3954670447325,3.69277586619402,3.98360591695739
171,mp-570081,15.625,250,0,0.627364514085068,5.58639929643627,8.93072128597938
172,mp-568286,1.12323491655969,167.04107830552,-1.94380101312982,2.35008559675125,91.0241212026176,118.462872702432
173,mp-540783,53.3333333333333,126.666666666667,0.142857142937599,0.454545432373937,2.56172693239229,4.09279582319745
174,mp-765906,1.10154070511995,70.8612670399415,-0.298985091421777,1.00966177907572,25.2901518213045,45.6024805179378
175,mp-9920,3.19124931500962,123.803281506871,-0.342712911232398,1.01401074265414,11.4715276202067,18.9021790391694
176,mp-569152,-32.1011673151751,356.031128404669,-0.461483366043658,1.19751282299337,4.23840683526229,5.94643865853347
177,mp-1029336,-12.3489576417475,42.8893905191875,-2.41269426224184,3.23809523809524,9.10323350478561,36.2194772870537
178,mp-1984,3.61271676300578,165.462427745665,0.00432900432900433,0.779799774500578,16.7167124939294,28.9205591031238
179,mp-560553,54.0958268933539,109.737248840804,0.138613861593491,0.510322418648361,2.68006993982436,4.36889271575412
180,mp-571033,12.5725338491296,20.7930367504836,0.0074589102747072,0.927642141658612,7.54352629560209,22.2525518705383
181,mp-23486,12.5523012552301,22.489539748954,0.0324526183102517,0.901571267554238,5.18823367293636,17.7107864895042
182,mp-569289,32.6086956521739,54.3478260869565,-0.0482785203175277,0.722543366947013,2.91308841924519,8.5002355133896
183,mp-557259,64.3623361144219,75.0893921334923,0.0923281926537569,0.492194887606837,2.72180766731276,4.80812236450925
184,mp-20485,10.6382978723404,244.68085106383,0.0140845070422535,0.655755548043838,6.77508729098095,10.2248951072956
185,mp-557373,4.95049504950495,161.716171617162,0.0288461538461538,0.78145089601497,9.14184873633634,15.5152782507052
186,mp-2793,-17.8541432482447,355.054452453472,-0.531361961634982,1.43873990427652,5.57647880282948,9.36634157378944
187,mp-29481,22.7272727272727,22.7272727272727,-0.435897368143917,1.25641025511539,3.64158513485891,14.6077773161166
188,mp-20066,71.4285714285714,71.4285714285714,0.186440719538574,0.30508467445245,2.65413657704849,4.84214935877098
189,mp-23053,1.12994350282486,147.457627118644,-0.310585011426729,1.05405289533425,3.66290036872039,6.96769148890905
190,mp-766154,45.0450450450451,63.0630630630631,0.11761917119112,0.546190975821484,2.80433676726249,5.93924584858903
191,mp-14815,2.15650364655014,108.150283379751,-0.72195347049392,1.37527299251712,11.8481862128389,20.3901655978687
192,mp-35035,8.96634463597903,30.750773505083,-0.316255053732731,1.06687214720657,4.65406269251186,15.2622177728761
193,mp-780260,2.31481481481481,164.351851851852,-0.00833945483874771,0.808525673763081,17.2789723583647,28.4008100262004
194,mp-31220,7.88643533123028,164.03785488959,0.00943396226415094,0.757607414028209,9.52552821582604,15.2251755489525
195,mp-28460,23.3918128654971,81.2215724496426,-0.17209244833131,0.791732058244423,3.36102286370478,6.21587056264344
196,mp-558747,-12.031612164205,151.906690304215,-0.282240270469276,1.23632037980343,4.41708405235814,9.92213402927834
197,mp-997042,-54.1322314049587,270.661157024793,-0.127832682633353,2.004884516061,8.1226518094754,17.0658495647147
198,mp-569679,3.7037037037037,244.444444444444,0.0301286036634565,0.705882205727921,7.27813455097943,10.692702036128
199,mp-13682,-3.97694266946691,255.809017382367,-0.442188649346518,1.4606741572823,16.7954117531842,22.3659839322986
200,mp-615141,4.149377593361,136.929460580913,-0.614920848146285,1.35892259388918,6.82494929882667,13.4775625339817
201,mp-2275,71.4285714285714,71.4285714285715,0.105263158041849,0.473684173221418,2.9028149072199,4.66723554069204
202,mp-559976,1.89322226429383,109.428246876183,-1.54734853477642,0.906903669330817,27.2607532464346,38.8634529609838
203,mp-23052,2.86147950931847,332.379506830227,-1.06849641666865,1.40068747466495,14.7945691726105,19.2667996742808
204,mp-510421,1.65133286152395,117.2446331682,-0.242277228554933,0.795921054148343,5.30670620300937,8.53157878889831
205,mp-23297,10.4757747708424,81.1872544740288,-0.13880760316891,0.822376133885787,3.55038612481914,7.16517851758273
206,mp-9561,3.98936170212766,196.808510638298,-0.336367696441407,0.813845172503304,16.302914983088,19.6667938508129
207,mp-21289,3.48432055749129,3.48432055749132,-1.82260697306443,2.55193800452692,24.0718695391746,95.8792131933127
208,mp-20311,5.82362728785358,96.5058236272879,-0.0155610127016154,0.855561900373968,13.1439806438811,19.3226649146206
209,mp-27181,19.866757376189,71.7837281030094,0.03969543219725,0.533502537667719,3.179830947716,7.07506689501718
210,mp-569066,55.5555555555555,55.5555555555556,-0.194029804988182,0.746268655244614,3.2608494713855,5.95744878463947
211,mp-27850,3.365945606319,123.283367740777,0.00370600065034731,0.83293309763869,19.5868628346213,29.0176435153605
212,mp-6959,5.0709939148073,139.959432048682,-0.0146553611751344,0.823982637855355,12.2063172676504,20.156157244615
213,mp-997182,1.22729504172803,250.613647520864,-0.00098135426889107,0.458774849768467,90.5005726374996,115.031905347369
214,mp-7926,5.43478260869565,200,0,0.732163135843268,14,23
215,mp-690526,4.85579752795762,195.440282635888,-0.0110402727813143,0.749141800101915,10,15
216,mp-23533,26.3157894736841,26.3157894736842,-0.441176403784449,1.23529411583416,4,13
217,mp-772598,18.5873605947955,1148.69888475836,-5.49563624362086,-0.0132785351127475,33,33
218,mp-568346,0.98219021675612,43.2523307351368,0.00685602919391122,0.931629986763889,18,38
219,mp-614603,45.4545454545455,45.4545454545455,0.0377358633906071,0.660377324035157,4,7
220,mp-29806,32.7868852459016,38.2513661202186,0.0472496856769168,0.794117619712898,4,10
221,mp-9881,-31.292149986512,244.942001618559,-0.903846153846154,1.25700933915045,5,8
222,mp-9921,-44.1379339457039,139.728736776933,-0.304754199060804,1.29391397927563,11,21
223,mp-558579,17.5566934893928,66.5691294806145,-0.306666420097263,0.736401655008089,3.99906893928076,8.05749098628538
224,mp-629015,1.13250283125708,250,0,0.721031895917939,72.8225368822171,100.562451278813
225,mp-22977,15.4711673699015,28.8326300984529,0.0311831759736253,0.886011887731417,5.03545909839414,14.2331842386738
226,mp-8511,50.632911392405,63.2911392405063,0.13775028377098,0.513821253315986,3.1184378391768,6.25017448870776
227,mp-22693,-1.87090739008419,333.489242282507,-0.479040845362509,1.17212671968408,13.3122475733912,19.8917845760191
228,mp-22626,49.813200498132,61.0211706102117,0.0857143018337311,0.561801156180407,3.19196126602171,5.73982130182847
229,mp-567713,8.7719298245614,245.614035087719,0.0116279069767442,0.397609375290336,8.3842512852529,12.2806883259992
230,mp-56,39.8406374501992,43.8247011952191,0.0136518771331095,0.713310580182234,3.85064055581405,7.97930845632949
231,mp-937760,1.11955655825019,167.040359231626,-1.95103896881576,2.35533534782418,92.6090952490204,118.824048596209
232,mp-22908,-5.98802395209581,255.988023952096,-0.227957803955139,0.999999998834858,3.97059488786837,4.21862241742805
233,mp-977207,15.0774246128769,17.9299103504482,0.0212927756664954,0.866159695804297,4.73950066142288,20.5813421716014
234,mp-985584,14.7058823529412,14.7058823529412,0.0408163271531038,0.850340091547988,5.37148475565464,22.4768693746154
235,mp-665,3.90625,195.3125,0.0283018867924528,0.533850056926302,9.9766369058683,14.769408940272
236,mp-541449,6.42398286937901,194.860813704497,-0.00352395227174722,0.521422764782396,9.32388926672799,13.5814011785232
237,mp-23038,25.5623721881391,32.719836400818,0.0689655172413793,0.725479384738019,4.62160016405342,10.9053975967395
238,mp-9922,3.91656023839932,163.09067688378,-0.372444372615983,1.0345156737534,11.955953088332,18.4597224374177
239,mp-11694,4.71475719000472,74.964639321075,-0.450948955234019,1.21909787899126,5.24961532268787,14.8277591137094
240,mp-626785,8.26993053258352,20.4432682765465,-0.986844062221306,1.73695499504862,8.31508551816263,25.1375624063229
241,mp-23004,15.625,31.25,0.0629282384917636,0.770051875009283,5.17869042262546,13.405680987381
242,mp-9479,5.8027079303675,195.357833655706,-0.00284527599804894,0.514905426798729,8.84496564178917,14.719674506622
243,mp-22987,4.34782608695652,162.31884057971,0.0254237288135593,0.584890526428722,10.1620697616338,16.9528332202556
244,mp-30234,40,40,-0.0476190091292626,0.66666666540376,3.51754299882271,8.32495167984681
245,mp-756132,0.305810397553514,32.1100917431193,0.0387596899224806,0.866495282192897,6.81274099819058,21.3929808384847
246,mp-2156,5.15463917525773,247.422680412371,-0.00497791647691839,0.432706923348494,14.0539551727929,18.3587492275409
247,mp-569103,7.23622782446312,10.5042016806723,0.0299901954583144,0.935354700568636,6.76282240999589,40.3940210521683
248,mp-29400,15.6739811912226,28.2131661442007,-0.101205969389917,0.857476181165201,4.27160627002677,14.0122008147806
249,mp-27707,12.6582278481013,25.3164556962025,0.133413224597039,0.720947150478538,4.69446976083551,16.2085241489728
250,mp-28952,-22.7496994796255,61.3030343763928,-2.26737229490516,3.29421994338392,11.6514228579239,26.2416521357287
251,mp-644497,-1.45646044239089,59.5139870425244,-1.24794498536549,1.6706567840618,11.5977954916446,23.0884079288374
252,mp-542812,5.30727035007241,221.967044195443,-0.202400806197926,0.845841950902744,6.93719097363471,9.87548123231701
253,mp-568914,27.027027027027,27.027027027027,-0.173184306478901,0.860335192520187,4.10376172432681,12.2319782618862
254,mp-22917,29.4117647058823,264.705882352941,-0.251461983973914,0.752577314618186,5.54028236796821,6.19581798132796
255,mp-95,27.7777777777778,27.7777777777778,-0.567999936416449,1.23199999677594,6.23266246282034,11.5439468829849
256,mp-10172,33.5365853658537,39.6341463414634,0.137614679012707,0.504587155358345,3.57745915701463,8.73567743618916
257,mp-604908,9.70873786407767,60.1941747572816,-0.0506912436455198,0.77893129496649,10.142859808377,16.2731984628381
258,mp-29624,-1.95156391047391E-015,333.333333333333,0.0112399249169013,0.879149312312212,9.45337680038388,14.6651182630437
