,minLC,maxLC,minNu,maxNu
mp-8255,-8.333333333333345,45.00000000000002,-0.5882543666560505,0.8624043377859902
mp-28568,12.378229197319374,15.397935785763623,0.032846967423114694,0.6325672459607143
mp-31059,-1.7006802721088523,30.61224489795919,-0.3416981858046019,1.4085778750072908
mp-567666,11.627906976744185,14.534883720930232,0.04588774862065798,0.7255548746937976
mp-540778,2.918350330318775,28.702456545442878,0.104181877423826,0.507960843137772
mp-28872,10.869565217391289,48.91304347826088,0.0782184592502566,0.5852307701996524
mp-569857,14.814814814814815,22.222222222222225,0.12878787878787878,0.3843318850407017
mp-643279,20.83333333333333,20.833333333333332,0.26315789473684176,0.2631578947368423
mp-1008901,5.586592178770949,5.5865921787709505,0.06611078075786672,0.8123882850596149
mp-779840,4.4861337683523645,13.050570962479611,0.03634826806906986,0.6544487825358846
mp-743,16.87388987566607,24.86678507992895,0.14833917640493124,0.4355741913381768
mp-499,0.5803830528148569,5.997291545753531,0.06515405739835177,0.8776406025087223
mp-556417,22.727272727272727,22.727272727272727,0.10552763858930365,0.43718581163793885
mp-4366,1.3783829214994117,14.657925701798629,-0.8492496727816528,1.5532406302895507
mp-971950,-1500.0,-1500.0,-1500.0,-1500.0
mp-30053,5.483910671061085,24.39724847175307,-0.023973913301816786,0.7255357573998994
mp-9548,-1.249997567453507,110.57758831140879,-0.14906519834047516,1.056798259309923
mp-570466,20.025959577229745,21.88021509363991,0.12713936430317843,0.3947922365363366
mp-8677,5.796572263173509,92.81400976789811,0.027136688288108533,0.6360199124820051
mp-8094,16.928657799274482,30.22974607013301,0.20930232558139528,0.3053097292379933
mp-980947,10.98901098901098,10.98901098901099,0.11656458078777637,0.5889570538933565
mp-23255,3.8491147036181643,14.626635873749048,-0.16310817918979897,0.8164916962985128
mp-27393,6.746626686656675,52.47376311844078,0.05626669619332131,0.5598394548228751
mp-754475,2.8539863745166634,4.050819370281715,0.017629702459045004,0.9294060291204214
mp-573316,6.410256410256406,39.044289044289044,0.03475037361255936,0.5706541714660158
mp-569850,-22.59887005649717,42.372881355932215,-0.18339100337952366,0.8770675868885005
mp-974387,6.060606060606058,6.060606060606066,-0.4087198225104476,1.2008759662370072
mp-1013530,0.1657550140891639,0.16575501408917784,-0.31779539342654656,1.3119150603791168
mp-976414,13.297872340425524,21.276595744680847,-0.43712574827918277,0.9580838286370661
mp-1029491,-1500.0,-1500.0,-1500.0,-1500.0
mp-865935,10.101010101010095,10.101010101010104,-0.6021432729958149,1.2324179497650087
mp-132,17.584994138335286,19.929660023446665,0.10310965630733293,0.37551114455796214
mp-20745,8.021390374331547,8.689839572192517,0.20162109115069382,0.6345617717309537
mp-754126,0.292498736937272,3.6828250059829326,-1.094097853562208,2.025946325917596
mp-4823,1.436049474220596,15.00903321443462,-0.662712841129415,1.4111752343372148
mp-22914,6.849315068493143,6.8493150684931505,-0.0547380328325465,0.8475573840943033
mp-8093,19.512195121951216,30.894308943089435,0.14206128422497244,0.3676880220105909
mp-28919,3.097893432465924,122.67657992565054,0.01470588235294117,0.6286579121019887
mp-1907,1.3736263736263707,97.52747252747253,0.04509539268350396,0.8050096836100671
mp-23231,8.47457627118644,8.474576271186441,0.20408163338713442,0.605442063239212
mp-776985,13.79423991296277,63.788242258986116,-0.3529209535146561,0.5352159088954622
mp-865924,3.2786885245901605,3.278688524590165,-0.04970961939030321,0.9437756680181618
mp-10326,3.2894736842105208,120.0657894736842,-0.13390980608525485,0.5903998971875507
mp-676586,4.593781226846536,15.696733562848172,-0.35387544488986583,1.0253049212115128
mp-28736,16.23053649937892,32.29980416174186,0.07622167100410432,0.5095954206184415
mp-27678,0.18190862989389717,114.82296715373336,-0.2358179226042758,0.7838971673901993
mp-31907,4.897159647404503,51.90989226248775,0.07379736146939564,0.661743287712141
mp-540584,3.1847534437191074,10.02396323568266,-0.43181753592951266,1.195286295910775
mp-31577,9.030913511635978,16.585620006946854,0.10121047487996733,0.5607918744420537
mp-867251,3.2154340836012816,3.215434083601296,-0.7263527686333197,1.616795405974188
mp-7038,3.521126760563379,57.21830985915492,0.01032024982760927,0.797596746028695
mp-569662,-0.5903059080496053,60.74458906902292,0.007569627116669335,0.7681328610677013
mp-3970,10.898158586997363,16.159338594513343,-0.033295220057440095,0.747306745258118
mp-31043,5.328429292214832,20.276323855330787,0.15476658974613364,0.6135732980547186
mp-1023132,16.36565550295166,20.413232801449528,0.06107409052931732,0.5344695313411836
mp-1646,12.987012987012978,12.987012987012985,-0.1675675206417932,0.7783783771148861
mp-2808,2.0242914979756996,2.024291497975714,-0.5664764519388018,1.4927599823744089
mp-675402,0.6736058459931933,7.5146917681725744,0.0413295626149337,0.880323047976998
mp-28782,13.625592417061613,14.21800947867299,0.09326424873632355,0.5671528221017437
mp-5558,3.745318352059927,18.726591760299634,-0.11347588151776526,0.523388862844926
mp-766951,-1500.0,-1500.0,-1500.0,-1500.0
mp-981382,-1500.0,-1500.0,-1500.0,-1500.0
mp-14797,5.942733657482439,37.27714748784442,0.03601029142190806,0.588352325213628
mp-861953,1.7301038062283653,1.7301038062283796,-0.8032172268490332,1.8546425540946052
mp-250,8.064516129032244,8.064516129032258,-0.3002256739692044,1.0293453697091546
mp-9778,9.746950596884691,18.17574216066688,0.046116504854368925,0.6170584240266507
mp-861625,5.291005291005291,5.291005291005305,-0.569965802085119,1.3651876998715395
mp-1022,17.543859649122805,17.543859649122812,0.18257261565441185,0.41908712382001984
mp-540988,12.579609453129112,18.79046265592926,0.21415048400110395,0.36601601463209
mp-756095,-7.186751541854334,56.209430810401734,0.0017264553299750332,1.4014931662477927
mp-996975,0.7229658805861694,7.216846752281687,0.06325881331993062,0.8716029376295891
mp-23752,18.2529335071708,43.024771838331155,-0.10658124593339217,0.4001570133508838
mp-1509,0.7383187427486559,40.291108532855176,-0.09441952487477777,0.6148648648648649
mp-762036,2.4781481834064296,8.783967691893073,-0.19545433499379128,1.0424626165731474
mp-861645,12.820512820512816,12.82051282051283,-0.47728959069024574,1.0618019340922098
mp-605034,21.276595744680847,21.276595744680854,0.1280001621375608,0.39657133324969485
mp-29259,3.977724741447892,7.822858658180859,-0.4212600362913615,1.2114341154625756
mp-754311,1.3368983957219218,97.59358288770055,-0.001699410006142721,0.7648354688196596
mp-1784,15.624999999999996,15.625,0.15789473718229047,0.47368419302929443
mp-23684,4.32364767985376,22.627313978427534,0.04344649070572998,0.6232142495065127
mp-27838,18.67219917012448,21.265560165975103,0.08163265306122444,0.45706166156007766
mp-4009,5.532919471889479,10.800034974206524,-0.34865389341436953,1.0899798755577215
mp-571458,18.51851851851852,18.518518518518526,0.09248570407627457,0.4715110121234898
mp-753798,5.277230840080639,9.856626613596742,-0.34555264391662255,1.0877503519509992
mp-505782,10.244966272759548,22.06217984480397,0.17872631624685092,0.39752407152682256
mp-19241,3.6806214153457075,4.041909407036084,0.024072922591036463,0.9146587249328436
mp-677103,13.772749631087057,16.478111165764883,0.12714039825435827,0.503803665727849
mp-13946,12.422360248447198,21.739130434782606,0.14629402473037323,0.45843360002317207
mp-1437,9.523809523809526,9.52380952380953,-0.4579867455071453,1.1379409218612428
mp-8603,13.345195729537366,14.23487544483986,0.15346397103627873,0.5466542491380099
mp-22958,12.55886970172684,45.525902668759805,0.09639103768363642,0.42782530244923217
mp-866279,4.385964912280701,4.385964912280701,-0.532360915098686,1.364174115777788
mp-973455,8.993947570816161,13.519005174609203,-0.5962595539732267,1.259288154696296
mp-30357,10.416666666666664,18.750000000000007,0.12612396136072254,0.4565451439605226
mp-21462,24.809160305343514,26.7175572519084,0.090680110775881,0.31989924432885886
mp-753722,3.0799708624555926,22.32657252141674,-0.007972748966921439,0.8571742555586578
mp-22939,-5.4585152838427975,161.57205240174673,-0.4879301316250244,1.4851478184406763
mp-976023,12.658227848101264,12.658227848101268,-0.3856920119010594,0.9657853789507372
mp-568137,14.649681528662416,17.197452229299362,0.1108719257361772,0.5371419652748239
mp-23179,1.852804940813177,17.447246525990728,0.19864068340300597,0.5168711656432247
mp-24834,9.673273354528854,22.255293242237713,0.17998574170313641,0.41216795201371037
mp-3521,10.872958068879411,15.482259910519197,-0.058273487689709344,0.7587873525700612
mp-13947,13.70757180156657,18.92950391644909,0.11666303024650859,0.4373124557985791
mp-1018107,10.791366906474815,77.93764988009592,0.005339368192452969,0.3545490207457597
mp-754954,-11.848341232227492,64.06275535218172,-0.35064719393683674,0.9090908519825498
mp-556194,5.03001784845043,13.791984423170533,0.04419787721413792,0.7962379255615413
mp-11288,10.204081632653061,12.471655328798182,-0.03720174446225589,0.709677418591786
mp-8192,11.627906976744182,23.25581395348837,0.16935561654949258,0.4777290286076821
mp-971,12.345679012345679,12.34567901234568,0.056168505841526085,0.6573719041494915
mp-5625,-9.495796373069004,24.920675359566427,0.07517856546277255,0.928248750878187
mp-7922,-6.369426751592362,38.21656050955416,-0.5263879040532835,0.8747043673226242
mp-972364,20.942408376963346,22.905759162303674,-0.06729892771866458,0.4923519696309771
mp-3534,3.9651070578905583,46.78826328310864,-0.04508181413070793,0.867440079143294
mp-20560,4.423473901503981,40.401061633736354,0.021089633990024167,0.6706158660318049
mp-38725,14.45086705202312,18.786127167630063,0.06461538514828224,0.5043478256993025
mp-643260,14.062499999999998,15.625,0.07560600075800794,0.5932105067466741
mp-972692,7.271171941830624,8.554319931565441,0.28673637865156587,0.48871766648254295
mp-976261,47.61904761904761,47.61904761904761,-0.16776740649845978,0.13738441170104912
mp-555576,6.6428975141305155,22.43398408328757,0.019602406616167935,0.6132080236426533
mp-24871,15.384615384615378,15.384615384615383,0.08938547537819684,0.533209026221229
mp-19138,3.211303789338472,4.303147077713551,0.023632898730130542,0.91748153801615
mp-864623,2.666666666666657,2.666666666666672,-0.6365300027299755,1.5249506082307362
mp-867810,4.291845493562222,4.291845493562235,-0.18673641501303007,1.0331588107385297
mp-20790,8.849557522123893,24.77876106194691,-0.17119133565734718,0.6057885657767673
mp-14796,5.819592628516002,33.947623666343354,0.03498564698334537,0.6118180204441802
mp-22882,5.016722408026767,35.11705685618728,-0.1941755103572849,0.6666666666018347
mp-22232,8.601465434851862,18.477222045237344,0.1006974716652136,0.5008023930913013
mp-866080,6.060606060606058,6.060606060606066,-0.6530778448695344,1.4091811626400936
mp-2730,9.09090909090908,9.090909090909093,-0.16030529212253186,0.870229004610041
mp-488,4.3851286939942815,6.673021925643471,0.11551490441561167,0.7283937698034981
mp-2510,2.083193333781331,3.8975875277199314,-1.0790113655125249,1.9249315513545096
mp-864933,3.7453183520599262,3.7453183520599347,-0.6469550469346538,1.490927748681598
mp-4584,16.393442622950815,16.393442622950825,-0.09371425552089865,0.6034285219949953
mp-766784,33.547387114168565,71.86474580179566,-0.42729552258127856,0.30445629504348115
mp-867172,10.52631578947368,10.526315789473687,0.24701685411561727,0.4737470041439498
mp-989579,16.666666666666668,16.666666666666675,0.21076233930566926,0.34529139946423526
mp-16271,8.695652173913038,8.695652173913052,-0.35754183890361435,1.0558659200485085
mp-867834,2.3310023310023213,2.3310023310023356,-0.5197461807233295,1.4279489647611043
mvc-11233,2.4539877300613484,11.042944785276074,-0.5157215378448862,1.268076213858664
mp-623024,-4.484304932735425,65.02242152466368,-0.846049027473942,0.7147413935864784
mp-20943,8.264462809917354,8.264462809917358,0.3269841327944369,0.4317460307896651
mp-568610,6.2111801242236,6.2111801242236115,-0.2261305947638324,1.0050251251686007
mp-38605,4.950495049504942,64.35643564356435,-0.011466359641409738,0.7916003512095594
mp-10165,12.345679012345682,25.720164609053498,0.06760563380281687,0.3690140155445512
mp-861733,3.4722222222222228,3.4722222222222245,-0.5268345405689964,1.3921138952645915
mp-22887,6.165703275529863,18.11175337186898,0.07735526790467928,0.6313640026763776
mp-510588,4.51254066533739,8.605310105992235,-0.07405364888213074,0.8985204107365822
mp-11490,8.928571428571429,8.928571428571438,-0.5665634046269367,1.2105263132004562
mp-753059,1.768730504854431,98.07993767938726,0.009432712730835806,0.5895567698806833
mp-510456,3.4293552812071306,72.70233196159121,0.06557377049180324,0.40988106129917634
mp-777556,5.624538294105609,11.019642343820326,-0.4722873124405393,1.1940626519193747
mp-4252,8.351414873053628,33.807307411376456,-0.11932839460960987,0.5220141152757698
mp-27198,11.840157868771582,15.416872224962997,0.05558058837255123,0.5451668504371904
mp-30366,3.9945836154366905,19.02505077860528,0.037386600804012994,0.621523092842914
mp-998344,12.82051282051282,12.820512820512823,0.21118012473048237,0.4534160626272272
mp-862737,3.4246575342465753,3.4246575342465824,-0.47063082212124663,1.3292239841617786
mp-541605,3.773584905660378,7.547169811320767,-0.408170776653509,1.1963848749515107
mp-8732,2.257336343115124,81.82844243792326,0.013422818791946305,0.41429475462889864
mp-11571,5.405405405405399,5.405405405405403,-0.276187027052468,1.0727369703723446
mp-989512,14.92537313432836,14.925373134328366,0.15021469242818708,0.43776822800757714
mp-7467,3.237585199610515,32.60710808179163,0.033805390589310175,0.7776385055690238
mp-19795,-11.267886523408286,87.7499127486663,-0.46656335039975855,1.7786458303138148
mp-568273,14.999999999999996,20.0,0.1428571428571428,0.4104372332857702
mp-5388,2.973240832507433,10.282457879088208,-0.04475995358106981,0.8528945004135917
mp-30533,5.062537224538412,26.503871351995233,0.05149877899952051,0.6597079202942877
mp-772592,4.608294930875561,4.6082949308755765,-0.4122426196136633,1.233477789214434
mp-19052,9.482129832239242,10.211524434719184,0.0829388115598601,0.6184832961822585
mp-32311,6.821282401091401,105.04774897680761,-0.11749088807670502,0.4372014560036174
mp-1019086,1.1887465328226126,90.47681944260995,-0.09215180715456837,0.40872385966103064
mp-23797,11.920529801324502,31.12582781456954,0.12698412698412695,0.36976454449425594
mp-861918,5.208333333333336,5.208333333333343,-0.6163409621600293,1.4085257472418014
mp-541487,3.1605562579013893,58.154235145385584,0.018199173837302567,0.7246914859781294
mp-27207,14.018691588785048,16.355140186915893,0.12193293751958656,0.5005847052077691
mp-20581,13.333333333333329,13.333333333333336,-0.25558307754635007,0.7990074403196517
mp-20605,6.133813066414313,29.38882549452869,0.06986008773349862,0.7360593686757273
mp-35777,11.070110701107007,23.06273062730628,-0.09972921915378383,0.6654286081389433
mp-1708,5.555555555555555,5.555555555555558,0.01734283089048376,0.8395787717418826
mp-19,-3.2051282051282075,28.846153846153854,-0.09667253043423979,0.9409512755035948
mp-697179,1.9142419601837681,3.4456355283307807,-0.8736160914737657,1.714516516321843
mp-12961,-2.732240437158473,6.830601092896183,-0.6952158716985634,1.4884815575138228
mp-30892,14.08450704225352,14.084507042253524,0.11862836158677352,0.5353721073876558
mp-754086,11.230070091658321,14.71154586767311,0.1689899449607684,0.5090005507164898
mp-676290,6.064062803252651,17.90700714141426,-0.020138451856513535,0.6464633061371065
mp-23562,15.734265734265726,17.482517482517487,0.0923000591398819,0.39711870724706866
mp-23152,5.397448478900878,26.49656526005888,-0.01790695472521614,0.7672979922256233
mp-10497,2.838783770470559,14.32159906859066,-0.18645624928664203,0.9217037367554493
mp-695998,19.109515956930835,21.24357357648656,0.17149601020367056,0.30961043524894466
mp-22919,10.526315789473681,10.526315789473685,0.30720000015434334,0.3983999949442949
mp-7483,6.578947368421052,6.578947368421054,0.10322581168974213,0.7161289983543152
mp-541438,12.500849242475706,15.829879747265442,0.15691804678406812,0.507188133581374
mp-567313,-3.2051282051282075,28.846153846153854,-0.0831098757332572,0.921053609663806
mp-971909,2.1005008886734524,2.26207788010987,0.041674257382025306,0.9105783081966798
mp-8994,12.81186783546864,16.857720836142953,0.19636571755979393,0.43215354952430096
mp-24084,24.390243902439018,24.39024390243903,0.15758371707890179,0.23834534243654945
mp-28835,12.996941896024465,25.229357798165143,0.16239317039503878,0.2692397218572033
mp-865583,6.672243546895828,9.045753098970946,-0.6616013841503056,1.3684806850306939
mp-973374,8.217239164908325,16.211682371597448,0.02722699028279017,0.7200561245949016
mp-5072,3.7313432835820883,20.729684908789384,0.11768781544454998,0.5295729639152663
mp-29009,8.907000436617668,21.97642264590307,0.08458390255236832,0.4529319643099181
mp-22731,2.518891687657426,2.5188916876574408,-0.6938145221413805,1.5803614011098082
mp-568936,0.8123476848090962,13.64744110479285,0.0789740243602941,0.8561143079779832
mp-11464,4.4843049327354265,10.463378176382664,0.0939363898803863,0.662524839352813
mp-23214,8.042895442359248,14.745308310991948,-0.10102294535243367,0.6326034062693087
mp-865376,8.264462809917346,8.264462809917356,-0.5221168400468978,1.198262241932226
mp-9251,3.558718861209962,61.92170818505339,0.004137602797181804,0.7480227430599296
mp-8799,11.36363636363636,34.09090909090909,-0.35922329103129863,0.4854368609538262
mp-998554,10.140172979421413,10.438413361169104,0.17143715580825958,0.5428341898995732
mp-752881,0.24668998610054976,26.594098725555135,-0.012231671064041848,0.9755603263414552
mp-978557,5.5555555555555465,5.555555555555556,-0.25925919919317947,1.037037035923274
mp-31326,4.889975550122248,15.892420537897307,0.03939008894620604,0.7776365946407511
mp-30404,6.250000000000001,6.250000000000005,-0.5348836547110953,1.2790697641451951
mp-675324,4.624524793048401,8.708306981927441,0.07459459612258713,0.7600976687268868
mp-580931,3.8288978234417814,8.49684912122266,-0.016632864421419407,0.904440073749814
mp-971985,6.289308176100629,6.289308176100631,0.1316725986061395,0.6975088654930515
mp-569054,1.6576417283677771,6.294233809164596,-0.17931004558436453,1.0758620689655172
mp-864748,9.999999999999995,10.000000000000016,-0.5652173296983515,1.1739130411004557
mp-862966,5.376344086021508,5.376344086021515,-0.3059700872483326,1.082089549256783
mp-865866,2.386634844868729,2.3866348448687393,-0.3932731480192503,1.2890146773295619
mp-1009746,7.9999999999999964,8.0,0.21324590235383942,0.5343990738645248
mp-1201,4.484304932735422,65.02242152466368,-0.010815874110850852,0.7914836690136786
mp-22916,12.345679012345679,12.345679012345686,0.20178041627962837,0.4421364129177334
mp-21374,11.554621848739496,17.857142857142865,-0.09677419196232676,0.5524733414379116
mp-9472,5.102040816326522,5.10204081632653,-0.5274830566380785,1.3153326888661978
mp-14790,2.3183925811437374,58.732612055641425,-0.02491034301113238,0.8853632086877454
mp-864597,9.803921568627448,9.803921568627452,0.21108188888193638,0.48021108138682816
mp-862374,2.941176470588225,2.9411764705882386,-0.6073902296508523,1.4734411082526444
mp-820,8.064516129032251,8.064516129032262,-0.13146546793687344,0.8372844820114211
mp-2097,3.476245654692928,42.294322132097335,-0.36982559881921095,0.9411286965006296
mp-1029756,10.14408843551542,12.050739957716699,0.09546035013915156,0.5896045814403721
mp-19167,5.828476269775187,17.901748542880938,0.10335323851258452,0.534877784242924
mp-583266,5.385651086747449,8.655510675129833,0.21731839797970953,0.6003311109216848
mp-14168,12.97169811320755,17.688679245283016,0.23689503794268846,0.3415688909466071
mp-865919,4.255319148936162,4.255319148936176,-0.6040437391824817,1.4153327643223372
mp-774712,2.593659942363112,19.596541786743515,0.07851239669421485,0.8227981076336196
mp-567244,9.105960264900663,11.589403973509931,0.24489596100132502,0.4808205599079439
mp-13033,10.20408163265306,10.204081632653066,-0.04854364906156029,0.6990291231425879
mp-560865,-4.846349899703326,49.24997239421036,-0.7227078354957749,0.8438355322152712
mp-29816,-3.5495321071313293,16.134236850596967,0.18531490893864844,0.6250070613177562
mp-19765,11.44164759725401,19.450800915331808,-0.12424849505401257,0.545090178414451
mp-21029,5.586592178770944,5.586592178770959,-0.4526754033389157,1.2141765103719797
mp-996983,-7.599610263244974,18.244733377831484,-0.40102190747830074,1.4206420188904958
mp-10408,7.359107819163893,13.265930443499839,0.06570322009758532,0.6884743452654848
mp-3635,-10.663917515898644,34.09200434806775,-1.2803398115392837,2.0611593236517525
mp-20363,3.3898305084745783,3.389830508474592,-0.6353522171456089,1.479604449830194
mp-675045,3.6494235025183017,20.685187229113563,-0.08171437570963425,0.7977819622989805
mp-11299,3.0581039755351678,12.742099898063202,0.08957923705400615,0.655696202498198
mp-2839,2.3000179222175756,3.9329310791166323,0.010198022746761504,0.9285127487659222
mp-985583,6.366139022711628,21.908694654737324,0.14926399653041836,0.43086816703321673
mp-20483,9.009009009009008,9.009009009009015,-0.00804285684425425,0.6863270740465451
mp-22467,4.341801385681295,8.960739030023104,-0.2645623059210662,1.023909368044742
mp-20320,7.995735607675912,21.855010660980813,0.15819613457408727,0.34287757183627665
mp-2884,10.194445117078724,18.427488679565098,0.11247178451487135,0.47115460791139513
mp-22904,6.94444444444444,11.805555555555557,-0.10280373725077559,0.6053511250429361
mp-987,2.9154518950437263,2.9154518950437405,-0.7112550872362955,1.5777928942116832
mp-29748,8.508224617129894,15.882019285309134,0.10599266213554974,0.5791035281656299
mp-775001,41.140806250098,66.86718444034251,-0.3612798154438775,0.1506939678521071
mp-29633,2.7472527472527446,2.7472527472527513,-0.6410255705530042,1.5130591573170804
mp-258,2.375296912114015,2.3752969121140186,0.35008017162902283,0.5750934695601877
mp-674478,4.2826552462526735,10.706638115631689,-0.11918375624123415,0.9271450865794277
mp-30423,2.0743204146134095,3.4934090366282233,-1.054615123472776,1.868726004301487
mp-13915,3.0769230769230744,3.076923076923081,-0.6680285310345306,1.5237705108164499
mp-5048,9.34579439252336,14.018691588785051,-0.020920656264640892,0.5960193639739719
mp-640095,7.069032761310453,11.212948517940715,0.1066115702937336,0.6134576472270062
mp-865730,2.4752475247524703,2.475247524752481,-0.6119454408449578,1.4870764927879951
mp-1008285,1.3157894736842008,1.3157894736842148,-0.7258296549998553,1.7080627277635552
mp-23209,9.803921568627452,9.803921568627453,0.10650887721022746,0.6094673131086695
mvc-678,-3.38570517409128,90.81406564407222,-0.5131651568272179,1.1166825790395214
mp-1073,10.98901098901098,10.98901098901099,-0.2972972450233498,0.8648648595812654
mp-777463,-6.923606612785972,39.56171235846258,-0.43900770445919196,1.3916343353122922
mp-443,2.921164190801899,9.910583876598624,0.016238795204066608,0.8894394123129243
mvc-6389,1.7273893675064897,4.868097308427378,-1.111179399325826,1.820605484690105
mp-4247,9.544334975369457,14.778325123152706,0.10073473533875325,0.7040923394125861
mp-700,0.09023913370431735,30.891863438111,-0.17250666906383066,1.1684636118598382
mp-28044,1.6155088852988706,46.84975767366723,-0.44530523785591675,0.6090908844199211
mp-4531,7.575757575757571,22.727272727272727,-0.058500661595517756,0.7704922285779562
mp-28336,8.626410086264102,17.916390179163905,0.14992504407572935,0.4095643286776414
mp-23221,-8.196721311475406,25.614754098360653,-0.131672597848192,0.713976526635794
mp-37501,6.8925986571190325,7.318884986530535,0.03851061897569707,0.7679020907816112
mp-30483,4.375928379300655,17.02195993416035,-0.11858116365435081,0.7809650087696708
mp-1001835,2.4695250105086166,7.566204287515765,-0.1714285714285715,0.8622227120880345
mp-8622,5.622944442479754,17.36393535382113,0.05903159498691283,0.6729523038574593
mp-1062,4.926108374384227,4.926108374384245,-0.5110039839850832,1.289390120268872
mp-779190,2.826183968833119,8.69195801206432,-0.8579216861321736,1.6376540716225245
mp-22913,7.7519379844961165,7.7519379844961245,0.007025800304595207,0.7119437900242012
mp-22253,4.08385515927035,28.04247209365641,0.042694906982679894,0.6193802994360029
mp-21092,2.292176039119801,2.794271742927,0.016446402363580397,0.9218795887586215
mp-8543,2.5299442621654724,28.027038779301897,-0.12982114025928018,0.6366630052908321
mp-24842,3.4785129357199787,9.928255670700777,-0.3519878051590733,1.0922903671844373
mp-697096,14.42704039571311,14.839241549876338,0.10001933418956924,0.5024288485102065
mp-4586,8.048289738430581,15.090543259557347,-0.034013604653948995,0.6258503369665787
mp-1264,2.890173410404623,2.8901734104046333,-0.1781472077189847,1.0546318274580544
mp-9272,2.6075619295958252,43.89395914819644,0.043196039329089046,0.6671002394277177
mp-864938,8.827856792545363,10.544384502206963,0.19703913549173901,0.5284394854307313
mp-29659,5.5066079295154164,8.810572687224669,0.01137839880362094,0.8241994411346436
mp-30491,7.128309572301427,8.146639511201627,0.27382307576882775,0.4541541974251705
mp-864794,3.703703703703702,3.703703703703703,-0.4253280628051723,1.2507981542137991
mp-7582,1.3192612137203215,23.7467018469657,-0.29944546611972467,0.6839185169322508
mp-23263,-2.5125628140703555,22.61306532663317,-0.0008367759309888203,0.6027917265466674
mp-759877,6.249999999999998,6.250000000000002,-0.19691114141338292,0.9459459442509571
mp-12532,1.3440860215053787,26.88172043010753,-0.018480579201785776,0.9218106933028787
mp-341,4.926108374384236,62.5,0.0,0.8044444434690267
mp-8752,18.867924528301884,23.25581395348837,-0.0982287777679191,0.54420007686966
mp-978513,9.523809523809526,9.52380952380953,-0.43268791954508695,1.0328680744091736
mp-978085,6.493506493506492,6.493506493506496,-0.13744070617080648,0.8909952589347727
mp-23159,7.936507936507929,7.936507936507936,-0.02224517301935384,0.7273667862568008
mp-20279,6.7178502879078685,9.684173791659397,0.03488886521032158,0.7865529698787874
mp-22304,10.556621880998081,16.314779270633398,-0.16035455151592123,0.6203133830427746
mp-975275,22.222222222222218,22.222222222222225,0.14528103463456785,0.19300105425800163
mp-557266,-6.854646345444046,24.7696286438848,-0.11482687107468008,0.891791044774525
mp-975913,1.8552875695732833,1.855287569573284,0.025698457859119547,0.9243192256543118
mp-561183,19.559902200488995,46.45476772616138,-0.0016695075076487642,0.2472133473824579
mp-10021,5.6992471718776,7.99844044745397,-0.22742618286573613,0.9593797133479101
mp-1005693,6.134969325153366,6.134969325153377,-0.32483664487887565,1.0514577010162183
mp-862943,7.874015748031493,7.8740157480315,-0.02119456419921411,0.7129094407865221
mp-864804,6.369426751592352,6.369426751592355,-0.02597901839623281,0.7654129499045447
mp-1814,3.6055808120395056,8.308512306004081,0.10782801020274242,0.6617633683415144
mp-1229,-14.071146198958644,50.975868601798645,-0.5934167338518191,2.1370906234410234
mp-10680,8.695652173913041,8.695652173913045,0.0212465772663994,0.7370734887972288
mp-464,4.081632653061224,4.0816326530612255,0.018907802649251182,0.8596458870304805
mp-55,3.417634996582363,8.88585099111415,-0.12026458123524857,0.6981358983747993
mp-27972,3.518648838845881,19.70443349753695,0.09651000085355403,0.4987988460643572
mp-649774,1.9628369536770496,34.28421879089244,-0.10273434739072591,0.7285714285053819
mp-19862,4.08254156769596,8.684679334916863,-0.5943039710835704,1.181048431932288
mp-23704,14.751552795031055,22.51552795031056,0.1207115286024179,0.33647373678875325
mp-16765,4.683840749414516,49.18032786885246,-0.0008144212417051982,0.4996334403166341
mp-12614,9.919510259607755,16.041265162679966,0.09992996812093549,0.42942862479037797
mp-541989,-4.6501452518930755,22.179529907574643,-0.056532648475163365,1.0454024403043962
mp-15724,16.94915254237288,16.949152542372882,0.005513809117903674,0.449122806386955
mp-774922,25.93156638484551,88.79012614796031,-0.5876800860629637,0.12223593263458926
mp-27897,6.0093478744714,18.417538393055864,0.12304725934267058,0.4762920519332073
mp-32880,6.896551724137929,6.8965517241379315,-0.13882697136115818,0.8299923361907422
mp-561033,4.445897352075842,12.095456031382806,0.06512537892868125,0.7489225810564215
mp-16238,7.092198581560283,7.09219858156029,-0.5068492518744918,1.1780821894693638
mp-977230,-1500.0,-1500.0,-1500.0,-1500.0
mp-7440,9.220891258538515,14.085901370405466,0.11009425657041004,0.5502015497478673
mp-29641,5.511811023622044,48.81889763779529,0.010972526095232063,0.6782737698148625
mp-1039,9.47432762836186,9.7799511002445,0.24956682699996102,0.4119414095186058
mp-31168,6.849315068493143,6.8493150684931505,-0.5247113885759087,1.2252145598816602
mp-685055,6.183745583038866,24.29328621908127,0.027661014247189853,0.629089653885015
mp-23846,11.270491803278688,15.368852459016393,0.10894877793488045,0.5269508671533557
mp-9486,5.249895002099956,18.269634607307854,0.050982123152886964,0.5512861764698663
mp-11738,10.532540005173882,14.104980474765016,0.17053221123938853,0.5040873744870643
mp-557929,5.3475935828877015,8.021390374331547,-0.0053191485152556655,0.6919433861107922
mp-998201,10.416666666666663,10.41666666666667,0.19774011449645268,0.4915254074529406
mp-567657,7.649513212795552,13.908205841446447,-0.18249004871535654,0.8573050668578494
