,minLC,maxLC,minNu,maxNu
mp-21078,1.8732843682765776,2.188589657986498,0.20058866220307117,0.473460967619226
mp-867917,1.6722408026755846,1.672240802675586,0.1564047235175866,0.5264541932562494
mp-18971,1.4937081366778044,2.0712601834599744,0.1174078830628217,0.6344799970644298
mp-556253,1.6656412629553528,3.144554342295576,0.0009626928194483338,0.6339504477400051
mp-4720,0.9298393913778529,2.9867568329106797,-0.05585040212152207,0.8595289794540477
mp-3748,1.0941281787739132,2.481129051866097,0.06392656262315875,0.7055167337557225
mp-622209,2.7737648773977868,3.2346550934686564,0.12213360642243289,0.3473711895271191
mp-864890,1.7761989342806395,1.7761989342806401,0.3419084439446257,0.3470498507067034
mp-11279,2.652519893899203,2.6525198938992056,-0.14577841825614504,0.6336986995562325
mp-4878,2.8596249909505547,4.090349670600161,-0.029474792653884748,0.47995765029627
mp-3098,1.1030919834591635,2.488885932528465,0.08648126085183859,0.6856296566392165
mp-1670,1.450063440275512,2.2657241254304874,-0.0640425766143695,0.7077783543948221
mp-2931,2.4505053862701893,4.174927692077421,-0.08912600327843517,0.5309379088493037
mp-11696,1.7939313534087267,3.5837111447326473,-0.20785160323743362,0.7248372476942332
mp-565994,1.350603044259261,2.525627692764819,0.3023255813953492,0.3954597280882656
mp-30147,2.283204630397161,2.4868024955281194,0.049953048272683466,0.5647865149724168
mp-930,2.4752475247524752,2.4752475247524757,0.05266045014621528,0.5734503277190145
mp-763634,-1.276963364270108,6.4642509231807255,-0.2907066840215827,0.7235963300160548
mp-20194,1.8903591682419654,1.8903591682419658,0.12361937413435005,0.5730670949101251
mp-862712,2.3364485981308403,2.3364485981308416,0.2974499022622987,0.3024019963690243
mp-25559,-1500.0,-1500.0,-1500.0,-1500.0
mp-567612,1.3454579196436849,1.5217593022176858,0.3192407247629678,0.43054357193674103
mp-37620,2.0669698222405954,4.73813082328998,-0.05635756333913994,0.4834428763745211
mp-24934,1.7651909498531146,2.5253826727825595,0.19450304185139525,0.4915058805435419
mp-16514,1.854517164028696,2.2110668907923716,-0.09127619385197443,0.786314546835621
mp-5244,2.569083275894479,3.1016981013847995,-0.047467693967179606,0.45937287572480767
mp-2500,2.4587097645639586,3.7881016946900106,0.1678967352056285,0.4136499572802854
mp-553991,1.156861903279596,4.319619652201199,0.06673816075962966,0.5838022169774858
mp-8786,1.7091769655535096,3.944254535892716,0.05639088213750385,0.4361820570552455
mp-3432,3.225806451612902,3.2258064516129035,0.21402798582266339,0.26404411702886865
mp-644278,3.1787431738527987,4.211155486728068,0.170049021227726,0.260899337863906
mp-28897,1.3916303451396288,1.4518265977650548,0.08450778388117798,0.6714977442199247
mp-20059,2.266033709633009,5.072608956456752,-0.12751699077658535,0.5201211108549361
mp-16718,2.7801393208696172,3.471511942723062,0.10098552135296263,0.38984512824676326
mp-850978,0.12875877513755665,5.265163616078305,-0.011426504545030167,0.6976096615863369
mp-173,2.997416600690455,3.4786181736444006,0.07550125313283204,0.39246546238746777
mp-867156,1.9455252918287937,1.9455252918287955,0.19711118655541143,0.44422126678115575
mp-9969,3.051381914317516,3.6737709814210175,0.02259536641613286,0.451959030105767
mp-7914,2.521779000458504,4.871618523613021,0.08853582053507392,0.4129104650947632
mp-861640,1.9379844961240305,1.9379844961240313,-0.012190256114171742,0.6293183114977786
mp-30764,2.4390243902439006,2.439024390243903,0.011965620998554001,0.5289476335641413
mp-5515,4.149377593360996,4.149377593360997,0.0426137567030658,0.35166202497475013
mp-8212,1.3472430140203435,2.352970881054889,0.14574605653017358,0.5911407140935433
mp-15661,2.9850746268656705,2.985074626865672,0.20210570607081457,0.31218863990666335
mp-862610,1.93798449612403,1.9379844961240305,0.23155521096717563,0.4152080418132427
mp-19238,1.4517361537862508,1.8575563566321667,0.04830991613444882,0.6759652453842735
mp-10390,0.4514751521329484,4.69137676207045,0.014171029560540635,0.6482197250240612
mp-19149,2.4913849107368584,4.559589141462795,0.09220380406966663,0.38454905585971955
mp-21845,1.912045889101337,1.91204588910134,0.02667390785995088,0.5964212123357349
mp-19419,2.167568639673589,4.150964780551384,-0.02821190657603702,0.5385801802911468
mp-505297,1.9841269841269835,1.984126984126984,0.31958108890659803,0.329577905721989
mp-30686,2.700905907327456,3.2702099003154346,0.17132242968109224,0.3591029090126676
mp-1019584,1.103537614228518,4.176260762887195,0.052647702073112666,0.5241239677826787
mp-640708,2.1286302350216286,3.336261684536999,0.10909914129773679,0.47191085177791914
mp-2644,2.390326209223847,2.460629921259843,0.07651108184880168,0.45284059559631945
mp-865712,1.8867924528301887,1.8867924528301898,0.3283458335736496,0.33833339559430436
mp-2271,2.7027027027027026,2.7027027027027026,0.09514643026715716,0.41943733929924076
mp-867273,1.7636684303350962,1.7636684303350993,-0.052631538970046965,0.6917293217603139
mp-585492,2.8735632183908035,2.8735632183908053,0.07498497365276206,0.4122350059241621
mp-10911,2.5006049850770347,3.226587077518755,0.14957676136136788,0.336343580014449
mp-561800,2.7918913763504243,3.4161652244784713,0.023843174580469945,0.47467695603985266
mp-20418,0.4534737215880383,3.133344547076047,-0.11742251365692206,0.7753885402752302
mp-752843,-1500.0,-1500.0,-1500.0,-1500.0
mp-6938,1.9193857965451047,1.919385796545106,0.002540666711673416,0.6164556800345213
mp-5723,2.403846153846154,2.4038461538461546,0.012096083380631154,0.6108007686148063
mp-865166,1.9158289046448127,2.0226547567568955,0.07947942098932191,0.559479872955878
mp-20268,1.8260035282102065,2.7699545046578558,0.1226490503057067,0.48968423267847994
mp-29135,2.577699219325379,2.8722934158197084,0.16760144249381284,0.3380114755690296
mp-757031,2.2410797471860593,2.34180243245285,-0.01833712321835021,0.5729971009122936
mp-2354,2.8089887640449436,2.8089887640449445,0.16451642450938858,0.38439014244452724
mp-865548,2.0920502092050213,2.0920502092050217,0.15248841650388267,0.4569192966753789
mp-839,1.7857142857142847,1.7857142857142854,0.1310533264522417,0.5762200620295693
mp-1969,2.5935317509242104,4.360021279914868,0.039490130141883094,0.4217656117220605
mp-19328,1.7421602787456443,1.742160278745645,0.08968266784609423,0.6317293982448293
mp-865805,1.6694490818030048,1.6694490818030057,-0.0737141742577007,0.7242307611779987
mp-7288,2.366609294320137,2.432808155699722,0.2019762680795087,0.3837835283835054
mp-864910,2.237136465324383,2.237136465324385,0.26648829823752146,0.33684873273248767
mp-92,2.7657142857142856,3.7942857142857154,0.16824053406388448,0.32929814034967486
mp-679,2.2624434389140258,2.262443438914028,0.20407444553428652,0.38730298502941907
mp-753490,2.118175738633343,2.9597637010412656,0.13148398257888946,0.47393576909897084
mp-29661,1.1956823531804555,2.4333139111063673,0.15194044577906532,0.5708095322668938
mp-779948,1.6972763518165652,2.9302035130418074,0.25813951245095224,0.37562443948661817
mp-22565,1.2580979651632906,3.972028979401576,0.06842511871730958,0.5041058902732948
mp-24955,2.1394179738990444,3.358213528452893,0.13960153833079414,0.5162850982244158
mp-862334,2.1834061135371168,2.1834061135371186,0.29532158311786166,0.32004143699833604
mp-999390,1.9880715705765402,1.988071570576541,0.09388109519727432,0.5900129257462129
mp-8804,3.6195034400239297,4.786120251271311,0.15217391305999528,0.23053704862451327
mp-4908,2.5774551575403706,2.6037557203724164,0.1542389264493398,0.42251228289293524
mp-1822,2.2033898305084745,3.1073446327683603,-0.0436757045354478,0.47666331777808213
mp-765889,1.9685039370078732,1.968503937007874,-0.01982104856817663,0.6262059261750036
mp-13572,1.3922123448153485,2.229606075588684,0.004864956001336188,0.6758933047140876
mp-25025,1.475617499925668,2.7279420574685664,0.16418657390025806,0.5197257874354819
mp-27276,1.5884076981410495,1.865098071365621,0.2723905223904367,0.4185192631150492
mp-11387,3.031973539140022,3.7210584343991178,0.022932331470455977,0.48526200862728697
mp-542102,2.4875621890547253,2.487562189054727,0.028790813152684957,0.5003197716644444
mp-256,2.73224043715847,2.7322404371584708,0.2169329663579395,0.3109236320458649
mp-11388,1.5360983102918582,1.536098310291859,0.2894736849733091,0.4368420970958525
mp-11385,1.6524496449466302,4.086463311151801,0.1587445338587546,0.3287037037037037
mp-19050,1.9997894958425428,2.789180086306705,0.05274238270525534,0.4536252901243192
mp-11549,1.2175774337254246,2.0733455170160724,-0.11910031945663593,0.7356006582556224
mp-3388,2.289869099750946,2.655776017752387,0.03707675593550808,0.6663257478093513
mp-972793,-1500.0,-1500.0,-1500.0,-1500.0
mp-873,1.8720649828658442,1.8879299403477605,-0.09861838121767025,0.7398184685069656
mp-2767,2.681424007302601,3.0237334550433586,-0.057325487955742396,0.4926175819702307
mp-2363,1.666666666666666,1.666666666666667,0.25469169882648257,0.43163538712457233
mp-825,0.7055171440666009,1.6730835130722261,-0.18412564404011403,0.9544798184206028
mp-17413,1.500185474339841,1.7960817467369454,0.0859102004111478,0.5861651372890881
mp-7589,2.089452805620325,5.965539169669625,-0.0007180029421202811,0.4463105013078508
mp-924130,2.724795640326975,2.7247956403269757,0.24276681860049634,0.2975947382562719
mp-3503,3.5864240727781658,4.6652670865407035,0.15341307289912143,0.2407206424688633
mp-13583,2.467923595014906,3.1943503360160057,0.10134426245699457,0.389449901902713
mp-5063,2.525347706456599,3.166107572273944,0.19254029769692188,0.30981708671469277
mp-644311,1.564065163523891,1.9594748958754373,0.01956184827569151,0.6563516657254185
mp-8969,2.050426347271519,2.842315143459141,0.17165384052786867,0.41572991954005417
mp-11583,1.8696481322215157,2.5801144224656913,0.20799429939200367,0.4703650757010933
mp-1482,3.059639887735781,3.130549644891041,0.13202009350203517,0.3813864128453911
mp-19292,1.5243902439024382,4.448220711715314,0.09421591356089098,0.4505870221874128
mp-25030,1.4178179568292857,2.7772999333239143,0.1637112464425516,0.5331732209331705
mp-865162,2.0618556701030926,2.061855670103093,0.277971081121169,0.3478600982531446
mp-864896,2.028397565922921,2.028397565922921,0.20454320380109986,0.4487073526659784
mp-2318,1.5080462534319319,1.5481272169782963,-0.17991863702175379,0.8913418803731334
mp-4590,2.0491803278688523,2.049180327868853,-0.06663104453098023,0.6496752929106056
mp-15985,2.160675702219603,2.6938294469231416,0.07063631451558916,0.43912323083484467
mp-7002,2.3133204217774908,3.981063051431032,-0.04392424245744879,0.42067383033732575
mp-24719,1.672240802675585,1.672240802675586,0.2208530938786078,0.46066349702384307
mp-771200,1.209059669699657,3.053120960415423,-0.1816460462744271,0.5808350541746695
mp-23137,2.9069767441860463,2.9069767441860472,0.15031847212902028,0.3772520347338028
mp-696,1.7002390680797914,2.097245832038225,0.12138134648738252,0.5096152712117503
mp-765125,1.4113791652286931,2.918898624718046,0.09748080162431784,0.5363715028239795
mp-774003,0.9950411066162077,1.8595850189220935,-0.11741984964380431,0.6881290929750234
mp-819,1.7482517482517475,1.748251748251749,0.28879916906626574,0.3867478432220363
mp-776205,0.5582200134529673,3.2301580035937354,-0.053926473375986356,0.7444945146429658
mp-3582,1.347669312667256,4.576009743226436,0.025884058006241686,0.6686434038385837
mp-6915,1.426292865468375,4.769646033985645,0.10388485491712701,0.4664429374409502
mp-625054,1.2891664669214438,6.832133782290829,-0.15487596396130268,0.6129047605481608
mp-10139,4.032258064516129,4.032258064516129,0.1012231041473479,0.272693688675156
mp-865146,1.708857093205121,2.0853849273011646,0.1311470050710142,0.480775692243113
mp-1960,4.25531914893617,4.255319148936171,0.0689040508007085,0.28557377862448424
mp-555370,2.2256125638525783,4.404287420603132,0.04705454809351531,0.4433796016206215
mp-30551,1.7482517482517481,1.7482517482517492,-0.16190471494176978,0.7809523805488544
mp-865523,1.8181818181818177,1.8181818181818192,0.07259899394358604,0.5646675447305872
mp-5176,2.1971985718209273,2.586285818914219,0.10080370987281527,0.4147569308166812
mp-865385,1.410437235543018,1.4104372355430184,0.2269905454236371,0.523713632627814
mp-29455,1.1400385370801411,4.374299582380134,0.08965746847316822,0.5993860599343908
mp-2403,1.9417475728155342,1.9417475728155342,0.12174588981686219,0.49925639683235434
mp-30685,3.1670251234903444,3.994233178133346,0.01803351700591468,0.4710212961894465
mp-5795,2.891326021934196,4.162512462612164,0.027303890093292083,0.4855833234019398
mp-18875,1.7709947598312021,3.080185782729458,0.1400732482646994,0.43071966676762474
mp-10550,3.4972618337580648,3.6328146180122545,0.08699210681910433,0.35390933344742653
mp-12867,1.9120458891013388,2.6474481541403154,0.19779881055763177,0.41658543451924773
mp-998981,3.154574132492113,3.154574132492114,0.17898216768636116,0.2780166314349218
mp-11573,1.612903225806451,1.6129032258064517,0.18593907933689036,0.5364996677989166
mp-3702,1.6068447412353917,1.8572621035058456,-0.05161494499372206,0.7224509158364757
mp-570832,1.2242127463576646,2.5575137572422495,0.23935631069409083,0.36448492379470326
mp-9716,1.2515806043714999,3.27733477845733,0.0517183065096932,0.6772699311269521
mp-345,1.9083969465648851,1.9083969465648858,0.06037686143239558,0.6340231518178583
mp-12697,2.9065073470046814,3.0841272404327467,0.1544424791355636,0.3824035751369613
mp-753197,0.6431616911122462,2.9917569470866803,0.02973669235315947,0.6036662237528171
mp-768479,1.8990453905759868,2.8316123234481245,0.17205026203968002,0.3946925606344127
mp-953,2.801120448179271,2.801120448179272,0.03930133212588791,0.4366812214762082
mp-5594,1.28535311487984,2.7183069791879664,0.12021830908454904,0.5772539348898235
mp-30682,2.5527383208306578,3.1165332873944855,-0.011050622054178685,0.4525489707340899
mp-16528,2.668845776309547,3.2907813310023006,0.1053094550703717,0.3932655329951763
mp-19955,1.9264388133021233,2.176601770872421,0.0667735203312849,0.6061311728833664
mp-13683,2.375675548510508,3.816210243838333,0.06710446072004095,0.36324455701184893
mvc-6093,2.0366598778004064,2.0366598778004077,0.0823830084076265,0.5164078269749643
mp-684591,1.1469869854222356,4.227039363601179,-0.13317200614667143,0.6879915585395177
mp-754128,2.4755879521386324,3.128868106175217,0.15362270776223128,0.4058669297533288
mp-1020011,3.7227949599083603,4.104620084001527,0.09848669608457127,0.280354970959624
mp-973890,1.9801980198019797,1.9801980198019802,0.16118482163137068,0.5001642223559911
mp-961652,2.325581395348837,2.3255813953488382,0.25962507308792554,0.331603590147843
mp-485,1.7598321054587587,2.0549592287344525,0.24781782053695214,0.42961479185185214
mp-30851,1.3610547753475133,2.0992673939683923,0.09622194173568638,0.582056124751383
mp-10394,1.489129355703365,2.8789834210265064,0.19041420091840902,0.45067417270372623
mp-862369,2.123142250530785,2.123142250530786,0.2514876595476587,0.37487365122309024
mp-351,1.1966047926858896,2.8373845420340253,-0.32914065444912577,0.9075401524243345
mp-1081,2.625472681416246,4.442142005563723,0.08833115572364121,0.34683021888652527
mp-813,3.787878787878788,3.787878787878789,0.16250000014975124,0.22499999653124023
mp-19313,2.0366598778004064,2.0366598778004077,0.0823830084076265,0.5164078269749643
mp-540832,1.8761236555271081,2.645414002347696,0.13762162986147697,0.3983377363619707
mp-24844,1.7709563164108615,2.361275088547816,0.17576651489766337,0.4599355907233865
mp-756638,1.4251826912040402,1.6260473658032673,-0.13713620314398348,0.6603850693464316
mp-4238,1.9896919573294982,2.325302648927244,0.13068697745531505,0.5273557672478648
mp-22390,1.813022017489804,2.2701108451599286,0.16005604469737594,0.4890937710816281
mp-1029739,3.68575929613887,4.666646850756471,0.15418502202660356,0.19681257888424844
mp-645159,1.9496347759198622,2.1214808631992614,0.1673025988153113,0.4137638251646359
mp-4604,3.999999999999999,4.0,0.044805450214772204,0.34285338318319514
mp-753890,1.657128213889126,1.7169214999572924,0.14282193832607062,0.5228777174424253
mp-752953,1.8602649061094005,2.965868183027036,0.11512108257194681,0.536678381666598
mp-644280,1.6913319238900633,1.9796271381895065,0.021377672960379793,0.6227596621329451
mp-451,2.1008403361344525,2.1008403361344543,0.06907137411946705,0.590176486882612
mp-5396,2.2172949002217286,2.2172949002217304,0.023836577825731644,0.5357548039525354
mp-13,1.828153564899451,1.8281535648994518,0.050912613250880034,0.5763688757032611
mp-558781,1.476885279712921,2.4199780345245334,0.09881232837982819,0.5197327927219639
mp-971752,3.076923076923076,3.0769230769230784,0.044667514694506236,0.3896048730092338
mp-1963,1.273140183056913,1.6430390200261515,-0.07957777296528283,0.80099534756193
mp-9550,2.1995832368603843,4.1676313961565175,-0.008522289049261434,0.5817697615294191
mp-6304,2.293177251681663,2.3368568183803626,0.063174217576584,0.47716824284041265
mp-567841,3.663003663003663,3.6630036630036638,0.00012223309403111402,0.3477834049445077
mp-18972,2.241771678951123,3.243775686967154,0.08510247010891137,0.41454224680540935
mp-1705,1.805029313740022,3.2467405688159507,-0.026781608719989712,0.5496803084324483
mp-27606,2.95087953340767,3.1570371081900737,0.09729391353850439,0.3437876893129848
mp-815,1.8552875695732833,1.8552875695732844,-0.05482376681122253,0.6620233066072578
mp-11533,1.996007984031936,1.9960079840319374,0.15736906688012925,0.4545312520690688
mp-1786,2.392344497607655,2.3923444976076564,0.18934299037315236,0.4015825729539253
mp-593,2.583979328165374,2.583979328165375,0.25521269285137793,0.29107588379644506
mp-27471,1.5264116428761032,4.156607185938358,0.07287411307915184,0.5847373993846208
mp-18773,2.210293653299653,8.209662140827282,-0.6611112574099426,0.4150119845194901
mp-15297,2.342243042160375,3.2607697253605212,0.12567319889027062,0.34502429784937866
mp-2831,1.7820773930753562,2.1894093686354386,-0.020167743736391016,0.6377149497687178
mp-22260,3.0166153256827286,3.0325762533318437,0.14944295032618482,0.37668693133748987
mp-862364,2.145922746781115,2.1459227467811153,0.19591133690335608,0.39860808129641634
mp-28232,1.3690652345669632,2.8100793609852373,0.16548949289665785,0.5537783164587343
mp-11697,2.4645189718225526,4.286980802250843,0.041672908996616784,0.419792068131371
mp-752849,2.369668246445497,2.3696682464454986,0.20404071582233438,0.3830196775300407
mp-865187,2.145922746781115,2.1459227467811175,0.08145012780971705,0.496180953293094
mp-6646,1.7839349426247941,2.153579119925429,-0.028555369243909803,0.5606469828298426
mp-18854,3.486766667446704,4.048393513209932,0.1428691653744693,0.276221478047527
mp-1865,1.5313935681470137,1.531393568147014,0.11817063264826691,0.6190178628640115
mp-8039,2.6315789473684204,2.6315789473684217,0.06820492314080968,0.5042665014405805
mp-1062370,1.7421602787456443,1.742160278745645,0.13253158604632154,0.5671445226852959
mp-2302,1.438848920863309,1.4388489208633097,0.19694053351887497,0.5489817675533122
mp-21467,1.9801980198019802,1.9801980198019806,0.061481897270194354,0.5391486938534601
mp-769785,0.9748329118167971,3.4175637558945504,0.14307318230340405,0.5776300526235493
mp-755759,0.5711254173862987,2.361483581016642,-0.17620144118630432,0.8516903123868462
mp-768305,2.6726801971101644,2.756201453269857,0.10205998580563636,0.3953130417502137
mp-561419,2.528343546852245,4.772390524981353,-0.0470892072242059,0.3991930101351657
mp-1959,1.7421602787456443,1.742160278745645,0.13253158604632154,0.5671445226852959
mp-19424,1.5179113539769273,2.7659718005801794,0.1543147687619133,0.4693839027559524
mp-1664,1.6920473773265647,1.6920473773265656,0.17460751640328198,0.5302226158270833
mp-2930,1.736111111111111,1.7361111111111114,0.24008785143562675,0.4481562709802115
mp-31454,1.9011406844106455,1.9011406844106467,0.30254917609989146,0.34085943183956874
mp-771123,1.856665428889714,1.9928208936749605,0.14269141558478088,0.4659846265338684
mp-19359,2.4614565835647877,3.9416568263841536,0.13273725654605462,0.3672303233728093
mp-600862,2.1568953485178617,3.5998433981363367,0.1465176925240835,0.3939646015550676
mp-4200,0.7783999814113434,3.1368357459860126,0.01882013162255781,0.5861079573960423
mp-22315,2.0343263340036475,3.1333302155918257,0.08509639231070013,0.39321389095530535
mp-22503,2.1786492374727664,2.1786492374727686,0.13228817488910843,0.4434122521162506
mp-754223,0.028126322459774006,5.674067462276709,-0.012984447110806225,0.8947296705924669
mp-30481,1.3074608280585245,2.3866348448687353,0.2139384208839797,0.38631985469323427
mp-32662,1.8789928598271326,2.959413754227734,0.1889833810498851,0.43006821845125837
mp-20181,2.8653295128939824,2.8653295128939837,0.23460293265977386,0.26514080342038937
mp-22426,2.1999633253596897,3.1118071738068886,0.13891028109356948,0.4499422408972045
mvc-11649,1.7879958085554022,2.1539446297890503,0.08083928737031373,0.5668427063270935
mvc-3489,2.0040080160320635,2.004008016032064,0.2895934452353288,0.3440832787457823
mp-2121,3.952569169960474,3.952569169960475,0.16638198811077404,0.17896883466858776
mp-19308,2.413273001508295,4.0607959159995355,0.07880003956312434,0.4312126712225233
mp-15780,1.55639206601998,1.9545388736064857,0.16065273581622622,0.583266445734964
mp-690536,2.367376768460177,3.0294898968210835,0.18350939978352515,0.3356059271271615
mp-995434,0.8386847789851508,2.541266906261667,0.031162642872581532,0.7103036604165919
mp-10721,2.398081534772181,2.398081534772183,-0.09022570327883571,0.5971589237038983
mp-853130,1.7257683215130022,2.4231678486997636,0.1475561350082404,0.4621041799976293
mp-684679,2.572907798226682,3.2159090196195725,0.16946545601965338,0.3219390902663066
mp-249,2.6525049489069263,3.029472296773487,0.02461921280240923,0.49804086612619175
mp-7930,2.0202020202020203,2.620802620802621,0.041427468134035646,0.4592933214329839
mp-12725,1.7543859649122806,1.7543859649122815,0.10339591584119807,0.599207558807144
mp-767016,1.4598765495623256,2.681277095257992,0.054142140732797044,0.5810570634359091
mp-972309,0.6301374685371306,2.147395842500836,0.07695034551491588,0.5475321400794442
mp-15679,1.883303657033283,2.1229968497466105,0.10849247353134898,0.4924481139967873
mp-755690,1.244635193133047,3.6051502145922742,0.046558770950177054,0.6058678240923012
mp-22636,1.1525147151700017,1.9882002875741522,0.008214257310870719,0.6134753484697434
mp-4612,1.8621973929236493,1.8621973929236508,-0.03442471926156583,0.6352483945713832
mp-1718,2.262443438914027,2.262443438914027,0.16326174731784102,0.3998572468596859
mp-1589,1.6322451698867417,1.8210082167443926,0.24083909237616843,0.46520331576496093
mp-5597,1.4719488602910251,11.01858861132139,-0.08544046433962652,0.4941738025463417
mp-22220,1.9494576260849894,2.964414897583978,0.19961612964858516,0.3468783212234547
mp-774150,1.851851851851851,1.851851851851853,-0.033710423033204755,0.63645809171894
mp-30777,1.8196825873260039,1.8384422016283355,0.02867742508063954,0.587493509795745
mp-2674,2.0491803278688523,2.0491803278688527,0.12197988779647732,0.4687734209377122
mp-865050,2.1367521367521363,2.136752136752137,0.2688275912849969,0.32991923040759047
mp-17848,1.7067953211050928,2.0253971143780443,0.1395931720300736,0.5591167047245793
mp-27148,3.676534904787151,3.7502982791034167,0.024225344173300176,0.3154204997853273
mp-2430,2.5067345029931687,3.9349285341988316,0.057274048536275206,0.3492551177164088
mp-3854,2.5400857278933158,2.7782187648833143,-0.03232712216129835,0.5565691602163131
mp-19420,2.1357773814954597,2.882262679882222,0.11720506403833685,0.34459977755735566
mp-867828,1.4471780028943553,1.4471780028943562,0.3414009210439334,0.37517719100392166
mp-15605,1.202658078193159,3.0576052835419305,0.016956882660551533,0.4202321482194023
mp-2152,1.9487263264758394,2.41548712323652,0.18346371254896093,0.38497963657701506
mp-680932,2.0833333333333335,2.083333333333334,0.12804879883061368,0.45833331941492617
mp-8182,2.8653295128939824,2.8653295128939837,0.21166049716668492,0.2868669671041647
mp-690544,1.8178637274658058,2.1162700362805142,0.07414974161759401,0.5147063109144718
mp-20536,2.629425416884666,2.642840852685099,0.14535141947545027,0.3876225136251063
mp-31596,1.70152826954491,2.8011839346183365,0.08608869995247637,0.5432624384976563
mp-27927,1.793242428082327,2.1645044167845,0.103144082697172,0.5261604083585837
mp-10000,1.7036691653814426,2.9948710591442205,0.09315178891232745,0.40500387455724485
mp-1029498,3.5587188612099636,4.637118516122076,0.13865546218487573,0.21908893709309005
mp-16293,2.9585798816568043,2.9585798816568056,0.07731364264575592,0.3680929672472621
mp-684709,2.5049701789264414,6.1630218687872755,0.05714285714285712,0.4221091277334961
mp-7822,3.196590303676078,5.007991475759191,0.13565891472868213,0.21646143855866656
mp-20661,2.5108387137020056,3.5089360905773366,0.15596330275229353,0.34588501957121126
mp-18695,1.811594202898551,1.8115942028985514,0.029656895642142203,0.5860873275669268
mp-20840,1.9723865877712023,1.9723865877712041,-0.02133388905718319,0.6005268117763831
mp-867901,1.7271157167530224,1.727115716753023,0.22100379711350954,0.4652045415088052
mp-25094,1.542733505709523,3.057519112709048,0.15913042884935952,0.4406873500367186
mp-865878,1.8903591682419654,1.8903591682419663,0.23929866824747437,0.39055164510925244
mp-10379,2.0222681946026357,2.487157434741173,0.09952720989646296,0.4252724520656138
mp-1601,1.2672212113335064,1.4296854691967769,0.24775069253200832,0.4958121847497265
mp-24148,2.0176412417648986,3.3119233008981612,0.06050438359129776,0.4076311156588766
mp-21012,0.30225445776798154,2.629891080249113,0.06238313111060385,0.6443749718746267
mp-864840,1.5290519877675839,1.5290519877675848,0.05550939677821173,0.615249178543759
mp-5794,1.9801980198019802,1.9801980198019802,-0.004177435611680887,0.5861294120415781
mp-972659,2.6547965986666133,3.014092378937284,0.21217547007564289,0.2576788436357328
mp-979751,1.7825311942959001,1.7825311942959003,0.2985801218048236,0.365517237667804
mp-18816,1.845018450184501,1.845018450184502,0.2647986238281308,0.37583049233285115
mp-13334,1.6781163144370432,2.753159578373276,0.2470330330829427,0.3599025811253023
mp-21003,2.446065618538602,2.9190206302014383,0.13576386862328746,0.44080755834873053
mp-998866,1.0080645161290305,1.0080645161290331,-0.6439378226226468,1.3582258001519747
mp-2731,3.1121890493872204,3.841943723036638,0.06597265935490665,0.4106088238454381
mp-861672,1.7482517482517481,1.748251748251749,0.27279522294066005,0.38452908300952504
mp-12608,1.3605442176870741,1.360544217687076,0.2000516705859819,0.5158546012355882
mp-971682,2.369668246445497,2.3696682464454977,0.23045446503808134,0.34307229124515914
mp-2895,1.9544874348571941,3.6992170668054216,0.1339776178912089,0.3537455246756778
mp-770602,1.5196949755084868,3.0258212458785056,0.14906910496065218,0.5332965730883493
mp-1232,1.2531328320802004,1.2531328320802009,0.10659408008065162,0.6713914819584283
mp-427,1.007398102745801,3.56771542214236,-0.057915139529322174,0.8009618099558173
mp-11522,2.044989775051124,2.044989775051125,0.06362706679696371,0.5144023113356184
mp-15779,2.223262344956705,2.837584835010533,0.10966739962120696,0.42924803101632764
mp-22478,1.9960540434516734,2.965236353566937,0.17632241813602006,0.4420531590863666
mp-4962,2.62153756382559,3.2995056311176203,0.05392920307067293,0.4196178062520712
mp-4064,2.7314305073261624,3.0066909460489546,0.08208577986484626,0.40158875311675674
mp-20492,1.8385273387116516,2.7723283389690216,0.05998509851568554,0.49448841264555576
mp-10676,3.1118632963913293,3.657804225582791,0.0020481965465270605,0.3589425857361358
mp-669918,1.3776761358939735,1.970076874328383,0.03977997213544083,0.5293228374764877
mp-2250,2.0366598778004077,2.0366598778004086,0.22405734722678378,0.3770645056013736
mp-2033,1.638079250544899,1.7193063208198527,0.2077387852832713,0.43201651365652805
mp-5840,1.0158085200939626,7.6503079169576536,-0.056588756666113765,0.619291154576168
mp-571619,1.8211996864770148,2.4897413435381996,0.12336655436315017,0.5368147311411582
mp-7917,2.8370989373774878,3.2497678737233047,0.026583351509021337,0.3850877231581488
mp-20928,2.323301992957491,3.9341852107307513,-0.014873209017277275,0.4876568261683334
mp-867842,2.2471910112359543,2.2471910112359548,0.2181511970053044,0.34933665145859044
mp-21117,2.521460747372297,2.903929512423153,0.08208185331071596,0.4880479523612141
mp-865538,1.736111111111111,1.7361111111111118,0.21803122721187454,0.43093903636700315
mp-761556,1.0863689246292727,2.743664523193987,-0.02196543259605672,0.6121026596963436
mp-643945,1.6557740822000042,1.9411907637553876,0.21454521939942509,0.4404244526843997
mp-2567,1.7035775127768313,1.7035775127768322,0.24735767617966936,0.43486889346077195
mp-3791,2.450980392156862,2.4509803921568634,0.12357013241530142,0.3972601762285461
mvc-10896,1.5999999999999999,1.6000000000000012,0.2655192638799309,0.4320349457453913
mp-1395,1.3121735039984157,1.3245524993191555,0.12910336487568408,0.5850916500152046
mp-30180,2.46037931038512,3.5722771518920333,0.07209777369356161,0.3740241397418605
